date,high,low,open,close,adjust,volume
2010-02-10,21.6,21.3,21.5,21.4,12.47,13440
2010-02-11,21.8,21.4,21.8,21.6,12.58,67720
2010-02-12,22.5,21.6,21.6,22.4,13.05,61750
2010-02-22,23.0,22.4,23.0,22.5,13.11,22350
2010-02-23,22.1,21.7,22.0,22.0,12.82,13350
2010-02-24,21.8,21.2,21.2,21.7,12.64,42360
2010-02-25,22.1,21.5,21.9,21.6,12.58,34750
2010-02-26,21.8,21.4,21.6,21.8,12.7,44840
2010-03-01,22.2,21.4,21.4,22.0,12.82,414870
2010-03-02,22.0,21.5,21.7,21.6,12.58,66750
2010-03-03,22.0,21.3,22.0,21.9,12.76,27060
2010-03-04,22.9,22.0,22.9,22.8,13.28,277580
2010-03-05,22.8,22.5,22.8,22.5,13.11,58020
2010-03-08,23.6,23.0,23.4,23.3,13.58,130550
2010-03-09,23.3,22.8,22.8,22.9,13.34,45000
2010-03-10,22.8,22.0,22.6,22.0,12.82,90200
2010-03-11,22.2,21.8,22.2,22.0,12.82,65530
2010-03-12,22.5,22.0,22.5,22.0,12.82,61910
2010-03-15,22.3,21.8,22.0,21.9,12.76,98410
2010-03-16,22.9,22.8,22.9,22.9,13.34,476510
2010-03-17,23.6,22.2,23.5,22.2,12.93,107720
2010-03-18,22.6,22.1,22.5,22.5,13.11,44240
2010-03-19,22.7,22.0,22.5,22.2,12.93,93590
2010-03-22,22.2,21.8,22.1,21.8,12.7,131010
2010-03-23,22.0,21.3,22.0,21.3,12.41,54380
2010-03-24,21.9,21.3,21.3,21.9,12.76,90790
2010-03-25,21.8,20.9,21.7,21.0,12.24,125370
2010-03-26,21.4,20.5,21.4,20.8,12.12,61700
2010-03-29,21.5,20.9,21.5,20.9,12.18,41040
2010-03-30,20.7,20.1,20.6,20.1,11.71,121040
2010-03-31,20.7,20.1,20.1,20.3,11.83,42810
2010-04-01,21.0,20.3,20.5,20.8,12.12,42620
2010-04-02,21.1,20.8,21.1,20.8,12.12,39190
2010-04-05,21.0,20.5,20.6,20.8,12.12,41930
2010-04-06,21.2,20.8,21.0,20.8,12.12,83180
2010-04-07,21.0,20.7,20.7,21.0,12.24,46610
2010-04-08,21.0,20.4,20.7,20.6,12.0,131830
2010-04-09,20.9,20.6,20.6,20.7,12.06,50660
2010-04-12,20.9,20.6,20.7,20.6,12.0,67090
2010-04-13,20.7,20.5,20.7,20.5,11.94,34570
2010-04-14,20.5,20.0,20.5,20.4,11.89,33830
2010-04-15,20.4,20.2,20.4,20.4,11.89,78230
2010-04-16,20.8,20.4,20.6,20.6,12.0,43890
2010-04-19,20.5,20.2,20.3,20.2,11.77,45600
2010-04-20,20.5,20.2,20.2,20.5,11.94,74000
2010-04-21,20.5,20.2,20.3,20.3,11.83,46090
2010-04-22,21.3,20.5,20.9,21.3,12.41,173450
2010-04-26,22.3,22.3,22.3,22.3,12.99,5085070
2010-04-27,23.4,23.4,23.4,23.4,13.63,1077280
2010-04-28,24.5,24.5,24.5,24.5,14.27,165070
2010-04-29,25.7,24.5,25.7,24.8,14.45,789880
2010-05-04,24.3,23.6,23.7,23.8,13.87,347950
2010-05-05,23.9,23.0,23.5,23.1,13.46,302930
2010-05-06,24.2,23.1,23.3,24.2,14.1,456270
2010-05-07,19.4,19.2,19.4,19.4,14.77,576230
2010-05-10,19.8,18.6,19.8,19.6,14.92,281780
2010-05-11,19.6,19.0,19.6,19.0,14.47,230890
2010-05-12,18.8,18.1,18.6,18.1,13.78,339570
2010-05-13,18.5,17.5,18.5,17.7,13.48,150330
2010-05-14,18.2,17.7,17.7,18.2,13.86,711380
2010-05-17,18.4,17.8,18.4,17.8,13.55,78950
2010-05-18,17.8,17.3,17.5,17.6,13.4,28960
2010-05-19,18.0,16.9,18.0,16.9,12.87,84600
2010-05-20,17.6,16.2,16.2,17.6,13.4,142580
2010-05-21,17.0,16.8,16.8,16.8,12.79,203700
2010-05-24,17.2,16.7,17.0,16.8,12.79,107730
2010-05-25,17.1,16.3,16.5,16.5,12.56,221030
2010-05-26,16.8,16.5,16.7,16.5,12.56,131490
2010-05-27,16.9,16.5,16.5,16.6,12.64,79700
2010-05-28,17.3,16.9,17.3,17.2,13.09,199290
2010-05-31,17.3,16.8,17.3,16.8,12.79,66860
2010-06-01,17.0,16.5,16.9,16.6,12.64,49360
2010-06-02,16.9,16.5,16.6,16.7,12.71,62060
2010-06-03,17.0,16.7,16.8,16.8,12.79,77510
2010-06-04,17.6,17.6,17.6,17.6,13.4,567180
2010-06-07,18.1,17.4,17.7,17.9,13.63,250520
2010-06-08,17.9,17.4,17.4,17.6,13.4,77280
2010-06-09,17.9,17.3,17.9,17.5,13.32,71620
2010-06-10,17.5,16.9,17.5,16.9,12.87,64000
2010-06-11,17.3,16.9,17.0,16.9,12.87,106820
2010-06-14,17.0,16.8,16.9,16.9,12.87,143030
2010-06-15,17.1,16.8,17.1,17.0,12.94,120910
2010-06-16,17.4,17.0,17.1,17.2,13.09,181610
2010-06-17,16.4,16.0,16.0,16.3,13.65,74110
2010-06-18,16.2,16.0,16.0,16.1,13.48,148850
2010-06-21,16.4,16.2,16.3,16.4,13.73,94480
2010-06-22,16.4,16.0,16.1,16.2,13.57,115530
2010-06-23,16.2,16.0,16.0,16.2,13.57,154510
2010-06-24,16.2,16.0,16.2,16.1,13.48,101230
2010-06-25,16.0,15.6,15.8,15.7,13.15,111460
2010-06-28,15.9,15.5,15.6,15.6,13.06,149670
2010-06-29,15.8,15.5,15.8,15.5,12.98,38340
2010-06-30,15.4,15.1,15.4,15.3,12.81,72080
2010-07-01,15.9,15.3,15.4,15.4,12.9,28270
2010-07-02,15.6,15.4,15.5,15.4,12.9,65020
2010-07-05,15.4,15.0,15.4,15.0,12.56,75230
2010-07-06,15.3,14.8,15.0,14.8,12.39,76840
2010-07-07,15.2,14.8,15.2,14.8,12.39,37080
2010-07-08,15.1,14.6,15.0,14.6,12.23,39630
2010-07-09,14.6,14.3,14.4,14.4,12.06,56750
2010-07-12,15.1,14.5,14.6,15.1,12.65,86460
2010-07-13,15.8,15.2,15.5,15.8,13.23,173280
2010-07-14,16.3,15.8,16.3,15.9,13.32,96650
2010-07-15,15.9,15.3,15.5,15.4,12.9,59560
2010-07-16,15.4,15.0,15.2,15.0,12.56,46670
2010-07-19,15.2,14.7,14.7,15.2,12.73,39660
2010-07-20,15.0,14.8,15.0,14.9,12.48,44180
2010-07-21,15.2,14.8,14.8,15.0,12.56,18570
2010-07-22,15.0,14.6,15.0,14.6,12.23,22920
2010-07-23,14.8,14.6,14.6,14.7,12.31,34950
2010-07-26,14.7,14.6,14.6,14.6,12.23,20960
2010-07-27,14.9,14.5,14.6,14.5,12.14,22760
2010-07-28,14.7,14.3,14.3,14.5,12.14,31840
2010-07-29,14.5,14.2,14.2,14.2,11.89,27920
2010-07-30,14.6,14.0,14.0,14.4,12.06,45860
2010-08-02,14.4,14.3,14.3,14.4,12.06,23800
2010-08-03,14.6,14.0,14.0,14.4,12.06,18580
2010-08-04,14.1,13.8,14.1,13.8,11.56,201950
2010-08-05,13.9,13.6,13.6,13.7,11.47,23600
2010-08-06,14.0,13.5,13.6,13.5,11.31,24650
2010-08-09,13.7,12.9,13.3,12.9,10.8,114360
2010-08-10,12.7,12.3,12.7,12.6,10.55,230810
2010-08-11,12.9,12.2,12.5,12.9,10.8,170010
2010-08-12,12.9,12.3,12.9,12.3,10.3,92650
2010-08-13,12.6,11.9,11.9,12.6,10.55,84520
2010-08-16,13.2,12.6,12.8,13.2,11.05,97630
2010-08-17,13.4,12.8,12.8,12.8,10.72,44510
2010-08-18,12.6,12.2,12.6,12.5,10.47,66190
2010-08-19,12.5,12.3,12.4,12.5,10.47,25490
2010-08-20,12.4,12.1,12.3,12.3,10.3,48040
2010-08-23,12.3,12.0,12.3,12.0,10.05,20840
2010-08-24,11.8,11.4,11.8,11.4,9.55,61400
2010-08-25,11.4,10.9,11.4,10.9,9.13,82180
2010-08-26,11.4,10.7,10.7,11.0,9.21,30960
2010-08-27,11.5,10.9,10.9,11.5,9.63,77010
2010-08-30,12.0,12.0,12.0,12.0,10.05,80190
2010-08-31,12.6,12.1,12.3,12.6,10.55,132970
2010-09-01,12.9,12.4,12.9,12.6,10.55,50530
2010-09-06,13.2,12.8,13.0,13.1,10.97,151900
2010-09-07,12.9,12.5,12.7,12.8,10.72,73960
2010-09-08,12.5,12.2,12.5,12.3,10.3,59990
2010-09-09,12.8,12.3,12.8,12.5,10.47,32230
2010-09-10,12.8,12.0,12.5,12.0,10.05,29290
2010-09-13,12.5,11.5,12.5,11.8,9.88,59380
2010-09-14,12.2,11.8,12.2,11.9,9.97,12490
2010-09-15,12.0,11.4,11.9,11.4,9.55,132980
2010-09-16,11.8,11.4,11.6,11.7,9.8,27540
2010-09-17,12.1,11.4,11.7,12.1,10.13,238190
2010-09-20,12.0,11.5,11.8,11.7,9.8,139240
2010-09-21,11.9,11.4,11.6,11.4,9.55,109630
2010-09-22,11.5,11.3,11.3,11.4,9.55,72800
2010-09-23,11.4,11.1,11.3,11.3,9.46,132440
2010-09-24,11.3,11.1,11.2,11.2,9.38,139350
2010-09-27,11.3,11.0,11.3,11.0,9.21,127510
2010-09-28,11.2,10.9,11.0,11.0,9.21,129880
2010-09-29,11.0,10.8,11.0,10.8,9.04,87380
2010-09-30,10.8,10.3,10.6,10.6,8.88,114480
2010-10-01,10.8,10.5,10.8,10.5,8.79,113370
2010-10-04,10.5,10.1,10.5,10.1,8.46,168230
2010-10-05,10.6,10.1,10.2,10.6,8.88,286250
2010-10-06,11.1,11.1,11.1,11.1,9.3,54730
2010-10-07,11.6,11.4,11.6,11.6,9.71,520670
2010-10-08,12.1,11.7,11.9,12.1,10.13,1041480
2010-10-11,12.1,11.6,11.6,11.7,9.8,168920
2010-10-12,12.2,11.4,11.7,12.2,10.22,500160
2010-10-13,12.8,12.1,12.7,12.8,10.72,953600
2010-10-14,13.2,12.8,13.2,12.9,10.8,368220
2010-10-15,13.4,12.5,12.8,13.2,11.05,476510
2010-10-18,13.5,13.1,13.1,13.2,11.05,357820
2010-10-19,13.1,12.6,13.1,12.8,10.72,433090
2010-10-20,12.5,12.2,12.4,12.2,10.22,458600
2010-10-21,12.6,11.8,12.4,12.4,10.38,164340
2010-10-22,12.7,12.4,12.4,12.5,10.47,318710
2010-10-25,12.7,12.3,12.5,12.6,10.55,90700
2010-10-26,13.1,12.4,12.4,12.8,10.72,474160
2010-10-27,12.8,12.4,12.6,12.4,10.38,135980
2010-10-28,12.6,12.2,12.5,12.2,10.22,41830
2010-10-29,12.5,12.1,12.1,12.5,10.47,107860
2010-11-01,12.6,12.2,12.6,12.2,10.22,159660
2010-11-02,12.3,12.0,12.3,12.1,10.13,298370
2010-11-03,12.3,12.0,12.1,12.1,10.13,120750
2010-11-04,12.4,12.0,12.3,12.2,10.22,39510
2010-11-05,12.6,12.3,12.4,12.5,10.47,265720
2010-11-08,12.6,12.1,12.1,12.3,10.3,67880
2010-11-09,12.3,11.9,12.3,12.0,10.05,111300
2010-11-10,12.3,12.0,12.0,12.1,10.13,281590
2010-11-11,12.2,11.8,12.2,11.9,9.97,286380
2010-11-12,11.9,11.4,11.8,11.5,9.63,354010
2010-11-15,11.9,11.2,11.5,11.5,9.63,253450
2010-11-16,11.5,11.2,11.2,11.5,9.63,163060
2010-11-17,11.7,11.3,11.7,11.3,9.46,100000
2010-11-18,11.8,11.4,11.4,11.5,9.63,225830
2010-11-19,11.7,11.3,11.7,11.4,9.55,137150
2010-11-22,11.3,11.2,11.3,11.2,9.38,228200
2010-11-23,11.5,11.2,11.5,11.5,9.63,33240
2010-11-24,11.5,11.2,11.2,11.2,9.38,99370
2010-11-25,11.7,11.4,11.4,11.7,9.8,388970
2010-11-26,12.1,11.6,11.9,11.9,9.97,320180
2010-11-29,12.0,11.8,11.8,12.0,10.05,271150
2010-11-30,12.6,12.5,12.5,12.6,10.55,512610
2010-12-01,13.0,12.1,12.6,12.9,10.8,460290
2010-12-02,13.5,12.7,13.0,13.3,11.14,498770
2010-12-03,13.9,12.9,13.9,13.9,11.64,725670
2010-12-06,14.5,13.9,14.1,14.5,12.14,780890
2010-12-07,14.9,13.8,14.5,13.8,11.56,487120
2010-12-08,13.8,13.2,13.5,13.2,11.05,1208800
2010-12-09,13.8,12.8,13.4,13.0,10.89,166550
2010-12-10,13.6,13.3,13.5,13.6,11.39,445120
2010-12-13,14.2,14.2,14.2,14.2,11.89,258010
2010-12-14,14.8,13.6,14.8,14.0,11.72,635720
2010-12-15,14.4,13.6,13.9,13.6,11.39,303290
2010-12-16,13.6,13.1,13.5,13.2,11.05,395070
2010-12-17,13.8,13.2,13.6,13.7,11.47,193730
2010-12-20,14.0,13.3,14.0,13.3,11.14,114860
2010-12-21,13.7,12.9,13.3,13.7,11.47,439370
2010-12-22,13.7,13.3,13.3,13.3,11.14,115680
2010-12-23,13.5,13.0,13.3,13.2,11.05,141890
2010-12-24,13.4,13.1,13.1,13.2,11.05,224990
2010-12-27,13.3,13.1,13.2,13.2,11.05,130940
2010-12-28,13.6,13.1,13.2,13.4,11.22,277740
2010-12-29,13.7,13.3,13.7,13.4,11.22,64460
2010-12-30,13.6,13.3,13.4,13.3,11.14,146490
2010-12-31,13.4,13.2,13.3,13.3,11.14,139560
2011-01-04,13.6,13.3,13.5,13.4,11.22,60240
2011-01-05,13.4,13.1,13.3,13.1,10.97,215920
2011-01-06,13.3,13.0,13.0,13.1,10.97,243250
2011-01-07,13.4,13.1,13.4,13.2,11.05,50000
2011-01-10,13.5,13.1,13.2,13.3,11.14,236460
2011-01-11,13.4,13.1,13.3,13.1,10.97,141210
2011-01-12,13.4,13.1,13.1,13.3,11.14,132340
2011-01-13,13.5,13.1,13.3,13.4,11.22,133080
2011-01-14,13.6,13.3,13.4,13.5,11.31,167200
2011-01-17,13.6,13.4,13.4,13.5,11.31,125360
2011-01-18,13.7,13.5,13.7,13.6,11.39,172100
2011-01-19,13.8,13.4,13.6,13.4,11.22,124340
2011-01-20,13.5,13.2,13.2,13.3,11.14,80030
2011-01-21,13.5,13.1,13.2,13.1,10.97,79320
2011-01-24,13.4,12.9,13.1,13.1,10.97,14610
2011-01-25,13.0,12.9,13.0,12.9,10.8,42800
2011-01-26,13.1,12.9,13.0,13.0,10.89,27100
2011-01-27,13.2,12.9,13.2,13.0,10.89,60160
2011-01-28,13.1,12.7,13.0,12.9,10.8,63510
2011-02-08,13.3,13.1,13.3,13.2,11.05,2510
2011-02-09,13.3,13.0,13.3,13.0,10.89,102110
2011-02-10,13.1,12.8,12.8,13.0,10.89,13110
2011-02-11,13.0,12.8,13.0,12.8,10.72,52940
2011-02-14,12.9,12.8,12.8,12.9,10.8,20650
2011-02-15,12.9,12.7,12.8,12.7,10.64,44110
2011-02-16,12.7,12.4,12.7,12.4,10.38,21020
2011-02-17,12.4,12.3,12.4,12.4,10.38,35470
2011-02-18,12.6,12.2,12.2,12.4,10.38,25430
2011-02-21,12.0,11.8,12.0,11.8,9.88,293800
2011-02-22,12.1,11.4,11.4,11.5,9.63,90870
2011-02-23,12.0,11.4,11.8,11.8,9.88,201880
2011-02-24,11.8,11.5,11.5,11.8,9.88,110740
2011-02-25,12.0,11.6,11.8,11.9,9.97,86910
2011-02-28,11.9,11.7,11.9,11.8,9.88,73520
2011-03-01,11.9,11.6,11.6,11.9,9.97,63720
2011-03-02,11.8,11.5,11.7,11.5,9.63,159680
2011-03-03,11.6,11.1,11.3,11.3,9.46,271480
2011-03-04,11.5,11.2,11.5,11.2,9.38,202360
2011-03-07,11.3,11.2,11.3,11.2,9.38,55300
2011-03-08,11.3,11.1,11.3,11.1,9.3,82330
2011-03-09,11.1,10.9,11.0,11.1,9.3,160970
2011-03-10,11.5,10.9,10.9,11.5,9.63,132270
2011-03-11,12.0,11.6,11.6,12.0,10.05,403350
2011-03-14,11.9,11.4,11.9,11.4,9.55,157260
2011-03-15,11.6,11.2,11.2,11.4,9.55,120520
2011-03-16,11.5,11.4,11.4,11.4,9.55,137820
2011-03-17,11.5,11.3,11.4,11.3,9.46,31480
2011-03-18,11.6,11.2,11.4,11.6,9.71,144630
2011-03-21,11.9,11.6,11.8,11.8,9.88,184820
2011-03-22,11.8,11.4,11.8,11.6,9.71,88230
2011-03-23,11.7,11.4,11.4,11.7,9.8,122210
2011-03-24,11.8,11.6,11.6,11.7,9.8,223140
2011-03-25,11.7,11.5,11.6,11.7,9.8,75800
2011-03-28,11.8,11.6,11.7,11.7,9.8,15660
2011-03-29,11.7,11.4,11.7,11.4,9.55,84820
2011-03-30,11.5,11.3,11.4,11.4,9.55,78490
2011-03-31,11.7,11.3,11.3,11.5,9.63,150910
2011-04-01,11.6,11.3,11.3,11.5,9.63,107960
2011-04-04,11.6,11.2,11.2,11.5,9.63,17840
2011-04-05,11.5,11.3,11.3,11.3,9.46,100140
2011-04-06,11.6,11.3,11.3,11.6,9.71,91350
2011-04-07,11.6,11.3,11.6,11.3,9.46,188110
2011-04-08,11.5,11.3,11.3,11.3,9.46,71150
2011-04-13,11.4,11.2,11.3,11.3,9.46,53150
2011-04-14,11.4,11.2,11.2,11.2,9.38,174280
2011-04-15,11.5,11.2,11.5,11.2,9.38,30960
2011-04-18,11.5,11.0,11.2,11.5,9.63,396180
2011-04-19,11.3,11.0,11.3,11.0,9.21,178450
2011-04-20,11.1,11.0,11.1,11.0,9.21,45220
2011-04-21,11.2,11.0,11.0,11.0,9.21,73980
2011-04-22,11.2,10.8,11.0,10.9,9.13,25780
2011-04-25,11.2,10.9,11.0,11.1,9.3,76990
2011-04-26,11.2,11.0,11.0,11.0,9.21,63160
2011-04-27,11.1,10.7,11.1,10.7,8.96,62040
2011-04-28,11.0,10.7,10.9,10.8,9.04,54890
2011-04-29,11.0,10.6,11.0,10.9,9.13,70130
2011-05-04,11.0,10.7,11.0,10.7,8.96,69490
2011-05-05,10.9,10.5,10.9,10.8,9.04,42690
2011-05-06,10.9,10.7,10.7,10.7,8.96,10540
2011-05-09,10.9,10.8,10.8,10.8,9.04,71160
2011-05-10,11.0,10.9,10.9,11.0,9.21,125610
2011-05-11,11.0,10.7,11.0,10.8,9.04,61170
2011-05-12,10.9,10.6,10.8,10.8,9.04,12570
2011-05-13,10.8,10.6,10.8,10.8,9.04,41980
2011-05-16,10.8,10.6,10.8,10.6,8.88,20070
2011-05-17,10.8,10.3,10.8,10.3,8.63,71790
2011-05-18,10.5,10.0,10.5,10.3,8.63,44170
2011-05-19,10.4,10.0,10.3,10.4,8.71,22180
2011-05-20,10.8,10.3,10.4,10.6,8.88,78130
2011-05-23,10.6,10.3,10.6,10.4,8.71,20720
2011-05-24,10.3,10.0,10.3,10.2,8.54,29900
2011-05-25,10.4,9.7,9.8,10.2,8.54,52750
2011-05-26,10.4,9.7,9.7,10.4,8.71,76900
2011-05-27,10.4,10.0,10.4,10.4,8.71,12410
2011-05-30,10.5,10.1,10.5,10.4,8.71,33590
2011-05-31,10.5,9.9,10.5,9.9,8.29,97630
2011-06-01,10.3,9.9,10.1,10.3,8.63,38490
2011-06-02,10.6,10.2,10.4,10.4,8.71,78790
2011-06-03,10.5,10.1,10.5,10.1,8.46,52340
2011-06-06,10.5,10.1,10.5,10.1,8.46,16260
2011-06-07,10.2,9.8,9.8,10.2,8.54,29080
2011-06-08,10.2,9.9,10.2,10.0,8.37,24970
2011-06-09,10.2,9.9,9.9,10.2,8.54,14720
2011-06-10,10.3,10.1,10.2,10.3,8.63,40390
2011-06-13,10.3,10.0,10.3,10.3,8.63,7760
2011-06-14,10.3,10.0,10.3,10.3,8.63,16300
2011-06-15,10.2,9.8,9.8,10.0,8.37,37750
2011-06-16,10.0,9.8,9.9,10.0,8.37,23790
2011-06-17,10.0,9.7,10.0,9.9,8.29,19690
2011-06-20,10.0,9.7,9.9,10.0,8.37,15750
2011-06-21,10.2,9.7,10.2,10.2,8.54,12740
2011-06-22,10.2,9.9,10.2,10.1,8.46,14920
2011-06-23,10.2,10.1,10.2,10.1,8.46,6520
2011-06-24,10.0,9.8,9.8,10.0,8.37,17130
2011-06-27,10.1,9.7,10.0,10.1,8.46,23170
2011-06-28,10.0,9.6,9.6,9.8,8.21,22100
2011-06-29,9.9,9.6,9.8,9.8,8.21,25390
2011-06-30,9.8,9.4,9.8,9.4,7.87,123180
2011-07-01,9.8,9.0,9.6,9.8,8.21,44680
2011-07-04,10.1,9.4,10.0,10.0,8.37,89000
2011-07-05,10.0,9.5,10.0,10.0,8.37,79470
2011-07-06,10.0,9.5,9.9,9.5,7.96,56660
2011-07-07,9.7,9.2,9.5,9.7,8.12,7820
2011-07-08,9.7,9.3,9.7,9.6,8.04,21150
2011-07-11,9.6,9.5,9.5,9.6,8.04,1590
2011-07-12,9.8,9.2,9.4,9.8,8.21,41490
2011-07-13,9.8,9.5,9.5,9.8,8.21,8030
2011-07-14,9.8,9.6,9.7,9.8,8.21,56460
2011-07-15,9.8,9.5,9.8,9.5,7.96,4110
2011-07-18,9.5,9.2,9.3,9.5,7.96,8610
2011-07-19,9.3,9.1,9.2,9.3,7.79,36750
2011-07-20,9.1,9.0,9.0,9.0,7.54,20590
2011-07-21,9.2,8.8,8.8,9.2,7.7,130
2011-07-22,9.0,8.8,8.8,8.8,7.37,25020
2011-07-25,8.5,8.4,8.5,8.4,7.03,35780
2011-07-26,8.2,8.0,8.0,8.0,6.7,32020
2011-07-27,8.0,7.7,8.0,8.0,6.7,15890
2011-07-28,8.0,7.6,7.7,7.6,6.36,12280
2011-07-29,7.7,7.3,7.4,7.7,6.45,15460
2011-08-01,8.0,8.0,8.0,8.0,6.7,16410
2011-08-02,8.4,8.0,8.4,8.3,6.95,3180
2011-08-03,8.3,7.9,8.3,8.1,6.78,1870
2011-08-04,8.3,8.1,8.3,8.3,6.95,7590
2011-08-05,8.3,8.0,8.3,8.3,6.95,5490
2011-08-08,8.0,7.9,7.9,7.9,6.62,2850
2011-08-09,8.0,7.6,7.6,7.6,6.36,4230
2011-08-10,7.9,7.4,7.7,7.9,6.62,960
2011-08-11,7.8,7.6,7.6,7.6,6.36,5340
2011-08-12,7.8,7.3,7.8,7.5,6.28,8050
2011-08-15,7.7,7.2,7.5,7.7,6.45,15030
2011-08-16,7.8,7.5,7.7,7.7,6.45,1860
2011-08-17,7.8,7.4,7.8,7.8,6.53,3590
2011-08-18,7.9,7.8,7.9,7.8,6.53,8470
2011-08-19,7.8,7.5,7.5,7.8,6.53,19960
2011-08-22,7.9,7.5,7.5,7.9,6.62,16170
2011-08-23,7.9,7.7,7.7,7.8,6.53,11730
2011-08-24,7.9,7.8,7.9,7.8,6.53,8410
2011-08-25,7.7,7.7,7.7,7.7,6.45,5720
2011-08-26,7.8,7.7,7.8,7.7,6.45,4560
2011-08-29,7.9,7.7,7.8,7.9,6.62,6590
2011-08-30,8.1,7.9,8.0,8.0,6.7,11250
2011-08-31,8.2,7.7,7.7,8.2,6.87,14140
2011-09-01,8.6,8.3,8.3,8.6,7.2,62600
2011-09-05,9.0,8.6,9.0,9.0,7.54,50790
2011-09-06,9.0,8.7,9.0,8.8,7.37,3230
2011-09-07,9.2,8.8,8.8,9.2,7.7,10270
2011-09-08,9.6,9.2,9.2,9.2,7.7,33420
2011-09-09,9.1,8.8,9.0,8.8,7.37,27760
2011-09-12,8.8,8.4,8.5,8.6,7.2,27000
2011-09-13,8.9,8.5,8.9,8.8,7.37,80260
2011-09-14,9.0,8.5,8.6,8.5,7.12,31400
2011-09-15,8.6,8.1,8.5,8.6,7.2,24990
2011-09-16,8.3,8.2,8.3,8.2,6.87,26090
2011-09-19,8.6,8.0,8.2,8.6,7.2,14910
2011-09-20,8.6,8.2,8.6,8.2,6.87,12070
2011-09-21,8.4,8.0,8.4,8.1,6.78,1950
2011-09-22,8.4,7.9,8.2,8.3,6.95,13510
2011-09-23,8.3,8.0,8.3,8.3,6.95,2440
2011-09-26,8.4,8.1,8.4,8.3,6.95,1120
2011-09-27,8.4,8.3,8.3,8.4,7.03,4040
2011-09-28,8.4,8.3,8.4,8.4,7.03,4020
2011-09-29,8.5,8.1,8.1,8.4,7.03,21410
2011-09-30,8.5,8.4,8.5,8.5,7.12,19290
2011-10-03,8.6,8.3,8.6,8.6,7.2,23830
2011-10-04,8.7,8.5,8.5,8.7,7.29,146950
2011-10-05,8.7,8.3,8.6,8.3,6.95,142190
2011-10-06,7.9,7.8,7.9,7.8,7.13,119550
2011-10-07,8.0,7.7,8.0,8.0,7.32,110150
2011-10-10,8.0,7.6,8.0,7.6,6.95,23210
2011-10-11,7.9,7.6,7.8,7.9,7.22,6460
2011-10-12,8.0,7.7,7.7,8.0,7.32,4320
2011-10-13,8.0,7.6,8.0,7.8,7.13,4380
2011-10-14,7.8,7.6,7.8,7.8,7.13,3940
2011-10-17,7.8,7.8,7.8,7.8,7.13,8470
2011-10-18,7.8,7.5,7.8,7.6,6.95,11770
2011-10-19,7.6,7.3,7.5,7.3,6.68,10010
2011-10-20,7.6,7.4,7.5,7.6,6.95,16220
2011-10-21,7.8,7.5,7.6,7.7,7.04,3690
2011-10-24,7.8,7.5,7.8,7.7,7.04,4040
